Institute_Type,Do_Not_Call,Secondary_Business_Unit_Id,Parent_Guardian_Email,Major,Company_Website,Postal_Code,Sales_Campaign_Id,Resume,Solution,City,Company_City,Contact_Person_Email,No_of_Work_Experience_Year,Highest_Qualification,EduCLaaS_Account_Manager_Name,UTM_Campaign,Lead_Status,Phone_Number,Date_of_Birth,Contact_DB_Status_Id,FIN_Number,Last_Name,Company_Size_Category_Code,Contact_Source,Address_Line_1,Contact_Owner,Secondary_Business_Acc_Mgr,Company_State_Region,Company_Owner,Cilos_Substage_Id,Industry_Sector_Id,Company_Address_Line_1,UTM_Medium,Company_Name,Company_Phone,Country_Id,NRIC_Number,Website_URL,UTM_Source,Contact_Type_Id,Company_Postal_Code,Industry_Group,Address_Line_2,Primary_Business_Unit_Id,Race_Id,Primary_Business_Acc_Mgr,Job_Title,Managed_Contact,Country,Personal_Email,Current_Income_Yearly,Industry_Sector,First_Name,Company_Code,Sales_Region,Company_Linkedin_URL,Company_Facebook,Agentic_Type_Id,Parent_Guardian_Contact_No,Facebook_Id,Referrer_Address,Viber_Number,Sponsoring_Entity_Id,Company_Domain_Name,Industry,Referred_By,Lifecycle_Stage,State_Region,Mobile_Phone_Number,Parent_Guardian_NRIC_Passport_No,Employee_Range,Company_Notes,Company_Segment,WhatsApp_Phone_Number,Company_Address_Line_2,Annual_Revenue,Nationality_Id,Company_Status,CILOS_Life_Cycle_Stage,Salutation,School_Attended,Desired_Quarter_Intake,Company_UEN_Registration_No,Company_SSIC,Contact_Person,Next_Activity_Date,Partner_Type,LinkedIn_URL,Career_Level,Curation_Id,Referrer_Name,Referrer_Email_Address,Job_Classification,Current_Designation,Company_Email,Marketing_Campaign_Id,Solution_Group_Id,Work_Email,Contact_Notes,Passport_Number,Channel_Ref_Id,Linkedin_Handle,Company_Id,Residence_Status_Id
Training-Institute,1,3e449b83-ce26-409c-82ae-5ae4ec92f37a,parent11@example.com,Engineering,https://company11.com,50000,5bea7367-7ca4-4d7b-9e5b-2c68a999792e,resume11.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager11@company.com,2,PhD,"Account Manager 11","Campaign 2",Converted,035952542,2000-12-16,c529672b-3dc3-495c-b507-b7c12cffee92,FIN11,Test11,Large,Linkedin,"Street 11",Value_Contact_Owner_11,Value_Secondary_Business_Acc_Mgr_11,KL,"Owner 11",1a83da0e-d6aa-4f61-bcbe-a4e70b16a813,f740e474-f90b-40a8-9d84-42d9f61dc8f8,"Company Street 11",Referral,"Company 11",036981155,b5d0573c-140c-4be8-a879-15642b64f39a,NRIC11,https://company11.com,Direct,27680f4f-66cc-437e-8b08-1791152b95f6,50000,NGO,"Block 11",ae451122-48b6-450f-8250-904fcfa9b343,b7870886-1c12-4f35-89f3-2c9d10165bf3,Value_Primary_Business_Acc_Mgr_11,Developer,1,Malaysia,user11@example.com,49980,Value_Industry_Sector_11,User11,C11,Value_Sales_Region_11,https://linkedin.com/company/11,https://facebook.com/company11,22df0d2a-5e5d-4366-a43c-c206a6717c1c,0110352669,65ca5299-f643-40f5-90d0-b487dc76c538,"Ref Address 11",0116211820,28f10e0a-1f60-43e8-be83-02043dc76edc,company11.com,Retail,Value_Referred_By_11,Alumni,KL,0132302089,PP11,201-500,"Company notes 11. Company notes 11. Company notes 11. Company notes 11. Company notes 11. Company notes 11. Company notes 11. Company notes 11. Company notes 11. Company notes 11. Company notes 11. Company notes 11. ",Education,0154662517,"Company Block 11",313894,b4deb104-6d51-418b-8d16-682146985a24,Inactive,Value_CILOS_Life_Cycle_Stage_11,Ms,"Test University 11",2025-Q4,UEN11,SSIC11,"Manager 11",2026-03-04,Direct,https://linkedin.com/in/user11,Value_Career_Level_11,2e2d36f7-1128-41a1-b04c-48f3e0ae86eb,"Referrer 11",Value_Referrer_Email_Address_11,Marketing,Lead,contact11@company.com,fa4ec3ea-dae7-4395-9774-93392a74a1b3,f5b3e820-e6dc-454e-90f7-6c15e1574e50,work11@example.com,"Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. ",PASS11,44e4038f-03df-49f0-bc97-2f68ca5b9e33,handle11,543a9bd6-f88e-4b3f-9988-696a4caaf24f,6bc1deaf-907f-4518-ad37-b627eefe6505
HigherED,0,28c50d79-0131-44b3-88d1-0fbcd7dc162b,parent12@example.com,"Computer Science",https://company12.com,50000,24a45e4b-f317-4626-8849-6b07eecb7322,resume12.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager12@company.com,8,Diploma,"Account Manager 12","Campaign 3",New,036199332,1997-10-10,cbd68706-af4c-4c58-b235-d3e9597ea6fb,FIN12,Test12,Small,Marketing,"Street 12",Value_Contact_Owner_12,Value_Secondary_Business_Acc_Mgr_12,KL,"Owner 12",344dba2c-63b7-488e-8dd8-38f0c3db3f5a,ce9e5037-ff57-499e-8eeb-a2d03117794d,"Company Street 12",CPC,"Company 12",037046954,39537fef-6f8d-4ee4-9341-5f4b382d20eb,NRIC12,https://company12.com,Google,f7fd7605-4d70-4af2-9faf-c523c9b74fea,50000,Private,"Block 12",09b8bc5e-b17e-45bb-8358-d763342238c2,7fc3f789-7879-49ff-842d-cd51748d9ef4,Value_Primary_Business_Acc_Mgr_12,Engineer,0,Malaysia,user12@example.com,101596,Value_Industry_Sector_12,User12,C12,Value_Sales_Region_12,https://linkedin.com/company/12,https://facebook.com/company12,13581a1e-caba-48cc-9e6b-a09600e29e30,0168004556,fd42b49d-8403-43dd-97c5-d39812d96194,"Ref Address 12",0188964203,275e2afb-4030-441d-adfa-47ced6144c7f,company12.com,Technology,Value_Referred_By_12,Prospect,KL,0160527802,PP12,1-10,"Company notes 12. Company notes 12. Company notes 12. Company notes 12. Company notes 12. Company notes 12. Company notes 12. Company notes 12. Company notes 12. Company notes 12. Company notes 12. Company notes 12. ",Corporate,0183072018,"Company Block 12",14986,5660a610-6de2-4348-971f-54b43500bb98,Active,Value_CILOS_Life_Cycle_Stage_12,Mrs,"Test University 12",2025-Q1,UEN12,SSIC12,"Manager 12",2026-03-04,Partner,https://linkedin.com/in/user12,Value_Career_Level_12,24ff3223-3cb2-40f7-b044-84edb2f765a3,"Referrer 12",Value_Referrer_Email_Address_12,IT,Junior,contact12@company.com,7de563d1-55bb-43ca-b6a2-216d4618b336,4df72300-d6aa-442f-b253-def45f972fde,work12@example.com,"Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. ",PASS12,4cbcdc7c-c7df-4e94-8814-a37832b90956,handle12,99723b57-8918-4780-91f2-63e6d0105cba,a5a529e7-66f0-494b-823f-dba03e334a04
Training-Institute,1,41d1240e-aae8-4e45-957b-2608a0db22e5,parent13@example.com,Business,https://company13.com,50000,41b21696-8af4-4940-8985-6e036f4f2f2e,resume13.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager13@company.com,0,Degree,"Account Manager 13","Campaign 4",Working,039958724,1986-06-26,a8b57a38-8afe-4f52-8833-bddf213b3d92,FIN13,Test13,Medium,Sales,"Street 13",Value_Contact_Owner_13,Value_Secondary_Business_Acc_Mgr_13,KL,"Owner 13",a2a14c7f-ca44-43d0-8f49-c3c42fbba928,8827f02e-175b-43af-a73e-c7d8bf8752f3,"Company Street 13",Email,"Company 13",032336588,2c336f0b-9c02-431e-b399-c4e7ecd1642c,NRIC13,https://company13.com,LinkedIn,1ea29383-57aa-45d0-a7f7-4a004cedada0,50000,Public,"Block 13",907fb0e8-e1e3-4c03-ba28-7e7baf848f07,01a13e1e-e373-447b-bcca-e9228bd61bac,Value_Primary_Business_Acc_Mgr_13,Analyst,1,Malaysia,user13@example.com,106186,Value_Industry_Sector_13,User13,C13,Value_Sales_Region_13,https://linkedin.com/company/13,https://facebook.com/company13,7c5ae8f0-b142-4698-bfac-c4ccb4f6b762,0124440899,31d508be-db99-4809-a3d0-bcaebec36362,"Ref Address 13",0165310378,e26a2488-ca4c-4f43-a325-c983bf6d83a7,company13.com,Finance,Value_Referred_By_13,Lead,KL,0195336017,PP13,11-50,"Company notes 13. Company notes 13. Company notes 13. Company notes 13. Company notes 13. Company notes 13. Company notes 13. Company notes 13. Company notes 13. Company notes 13. Company notes 13. Company notes 13. ",SME,0173044614,"Company Block 13",200455,0f63284a-a38b-4107-89aa-0abbbed6347b,Inactive,Value_CILOS_Life_Cycle_Stage_13,Dr,"Test University 13",2025-Q2,UEN13,SSIC13,"Manager 13",2026-03-04,Reseller,https://linkedin.com/in/user13,Value_Career_Level_13,44b8d2e0-c0e8-4de3-bd7d-9af47de8b369,"Referrer 13",Value_Referrer_Email_Address_13,Finance,Mid,contact13@company.com,1dd1a48f-80be-4863-bbe1-964f9bdbddfa,c885c5b0-b272-47d4-a545-7dc79edf791b,work13@example.com,"Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. ",PASS13,f8382fe1-a0fc-4b44-844c-f2cfe1301682,handle13,6cfc45a0-27e7-4a36-9220-bcf18e737ec7,34fa440e-a780-4a36-a090-010c53e83e3b
HigherED,0,9862b7ef-a513-4c21-bf70-68f312179412,parent14@example.com,IT,https://company14.com,50000,2f65988b-06a9-4fa9-8658-d3e555f34718,resume14.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager14@company.com,4,Master,"Account Manager 14","Campaign 5",Nurture,039241893,1986-04-09,ef9e55f6-55d4-420f-aafb-a7ef675af28b,FIN14,Test14,Large,Purchased,"Street 14",Value_Contact_Owner_14,Value_Secondary_Business_Acc_Mgr_14,KL,"Owner 14",1fa1fe1f-2016-4d14-b9cc-1a36dc7483d1,ab700bb3-376f-44f5-a5ef-3a61736ae1f3,"Company Street 14",Organic,"Company 14",031595701,b4dbec13-0b28-4c68-a38f-117a50be379a,NRIC14,https://company14.com,Facebook,63962258-6533-4b02-bcae-22239b823c8a,50000,NGO,"Block 14",33fb523c-7c72-4bc7-8ec0-e632e2548b65,9f75c530-e567-4fb8-ac46-1e095f5c6379,Value_Primary_Business_Acc_Mgr_14,Manager,0,Malaysia,user14@example.com,107678,Value_Industry_Sector_14,User14,C14,Value_Sales_Region_14,https://linkedin.com/company/14,https://facebook.com/company14,d599d927-d477-4900-9599-a99b2c79db21,0155944884,a7b8df7a-6397-451d-bbff-e22dbdec04ed,"Ref Address 14",0122791456,8f380cf4-64c4-4a6d-b692-66d42f884e03,company14.com,Education,Value_Referred_By_14,Customer,KL,0137790945,PP14,51-200,"Company notes 14. Company notes 14. Company notes 14. Company notes 14. Company notes 14. Company notes 14. Company notes 14. Company notes 14. Company notes 14. Company notes 14. Company notes 14. Company notes 14. ",Government,0162485047,"Company Block 14",163103,e46bb792-abd9-4322-b2a0-c54c52d48078,Active,Value_CILOS_Life_Cycle_Stage_14,Mdm,"Test University 14",2025-Q3,UEN14,SSIC14,"Manager 14",2026-03-04,Direct,https://linkedin.com/in/user14,Value_Career_Level_14,64156065-9019-44e5-b1d0-1a196d4ed4aa,"Referrer 14",Value_Referrer_Email_Address_14,Sales,Senior,contact14@company.com,597e813b-f6e1-4da8-ae70-87772f29bb82,55e4bed3-60f8-45d1-b858-fb0e66ccea15,work14@example.com,"Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. ",PASS14,d0806eb8-4928-4fee-9999-c2c66087c1fd,handle14,728936b1-ca8c-47c4-a627-274a6a4dfa9a,f2ea2a89-76a6-4105-b162-0faa22d6e96b
Training-Institute,1,fc3edda7-a398-405b-b7b8-e2a4fe60393e,parent15@example.com,Engineering,https://company15.com,50000,a30f25f7-79e1-4e3f-8834-279bb3d5ae19,resume15.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager15@company.com,6,PhD,"Account Manager 15","Campaign 1",Converted,039331859,1988-04-23,cb074164-bee6-4145-91ea-39de27132b85,FIN15,Test15,Small,Linkedin,"Street 15",Value_Contact_Owner_15,Value_Secondary_Business_Acc_Mgr_15,KL,"Owner 15",ce6dd48f-ca85-483d-b271-1f01eff588ee,1d2dd3c1-cffe-4fa6-a85f-fb765ece267e,"Company Street 15",Referral,"Company 15",035861932,ff1c7eca-a9cc-472a-857a-230e5a2f0cac,NRIC15,https://company15.com,Direct,0870a38f-ba4b-482b-868a-7c50c78b97e8,50000,Private,"Block 15",a491a67b-c607-43e7-979c-794bdc5fe751,f79e969d-ea63-4670-9e85-d58515d220b6,Value_Primary_Business_Acc_Mgr_15,Developer,1,Malaysia,user15@example.com,140054,Value_Industry_Sector_15,User15,C15,Value_Sales_Region_15,https://linkedin.com/company/15,https://facebook.com/company15,de674ebb-c33a-4123-90aa-f3f5a2011369,0127457355,26457b06-9bb3-427c-8c50-a81f9747b608,"Ref Address 15",0124608590,267ac8f1-5bed-4c9a-bb16-bd425b94c3ec,company15.com,Retail,Value_Referred_By_15,Alumni,KL,0152107976,PP15,201-500,"Company notes 15. Company notes 15. Company notes 15. Company notes 15. Company notes 15. Company notes 15. Company notes 15. Company notes 15. Company notes 15. Company notes 15. Company notes 15. Company notes 15. ",Education,0132491518,"Company Block 15",349193,c6132f14-d728-4a9c-8106-0b676676c32d,Inactive,Value_CILOS_Life_Cycle_Stage_15,Mr,"Test University 15",2025-Q4,UEN15,SSIC15,"Manager 15",2026-03-04,Partner,https://linkedin.com/in/user15,Value_Career_Level_15,80eac8d2-00f4-4edc-b4d8-ff5c0b185f46,"Referrer 15",Value_Referrer_Email_Address_15,Marketing,Lead,contact15@company.com,a600678d-881b-4a90-8679-a88a27960306,56f6ae7f-e2bc-475f-9abc-507524833f19,work15@example.com,"Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. ",PASS15,43982729-634c-4797-855f-c031963f54c0,handle15,7187bc82-25f9-44e1-a52f-76416a8e56a6,4972f0e3-7fe3-4199-8d25-4b652d3cb74a
HigherED,0,4630fb83-7fb6-4773-ad29-311006397c43,parent16@example.com,"Computer Science",https://company16.com,50000,afe3fc31-d79f-4c0c-ad0b-6947ec4e16ef,resume16.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager16@company.com,1,Diploma,"Account Manager 16","Campaign 2",New,037409699,1994-03-17,c6e01ec2-94c7-4352-ac06-c288d096462c,FIN16,Test16,Medium,Marketing,"Street 16",Value_Contact_Owner_16,Value_Secondary_Business_Acc_Mgr_16,KL,"Owner 16",2ecf8b6e-8956-4475-8609-cf4056feb5bd,52aee55b-147a-4bfc-8747-307c7cf48011,"Company Street 16",CPC,"Company 16",031287510,5ce02ef4-49b9-49d7-b563-531a8da1295a,NRIC16,https://company16.com,Google,8e598e9e-1a89-48a5-ab5e-bf18f3241a36,50000,Public,"Block 16",27edbc48-ae52-4c0b-8c4d-57f151f2eb8d,6adf6380-fd7e-4d1e-9f16-e820949295a0,Value_Primary_Business_Acc_Mgr_16,Engineer,0,Malaysia,user16@example.com,41115,Value_Industry_Sector_16,User16,C16,Value_Sales_Region_16,https://linkedin.com/company/16,https://facebook.com/company16,73867bd4-bbca-4e2e-9056-edddd2d33f81,0145522146,3017a0e8-1470-49f5-a3fa-6ef4fc5847b7,"Ref Address 16",0198661415,b8511bd0-a481-45fa-b4c3-91dae58b39fc,company16.com,Technology,Value_Referred_By_16,Prospect,KL,0195683143,PP16,1-10,"Company notes 16. Company notes 16. Company notes 16. Company notes 16. Company notes 16. Company notes 16. Company notes 16. Company notes 16. Company notes 16. Company notes 16. Company notes 16. Company notes 16. ",Corporate,0137244883,"Company Block 16",139816,adcd5944-61c4-4a41-94f3-65f0743fb70f,Active,Value_CILOS_Life_Cycle_Stage_16,Ms,"Test University 16",2025-Q1,UEN16,SSIC16,"Manager 16",2026-03-04,Reseller,https://linkedin.com/in/user16,Value_Career_Level_16,c1e4b61d-4833-4d99-b8bf-f1b985be13c5,"Referrer 16",Value_Referrer_Email_Address_16,IT,Junior,contact16@company.com,6ae04cc2-651e-4569-b586-4b80e7fcfd77,aeb19b2e-ce83-4cf3-99ee-236739b88ff4,work16@example.com,"Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. ",PASS16,45b928e9-ca25-45a3-b090-6c1557eb0cc7,handle16,22e0690f-006d-4c32-958e-5215a55b7062,0416561f-70d4-40c7-8f2a-08ae5d505cdc
Training-Institute,1,a5e6b22e-efeb-4140-9505-637b2e5796b4,parent17@example.com,Business,https://company17.com,50000,e830e0f7-42e7-4fd2-9862-b0df3c080201,resume17.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager17@company.com,7,Degree,"Account Manager 17","Campaign 3",Working,038986443,1989-01-03,94ff61bb-462a-4d0d-b73e-2c6404cf1e48,FIN17,Test17,Large,Sales,"Street 17",Value_Contact_Owner_17,Value_Secondary_Business_Acc_Mgr_17,KL,"Owner 17",0959adb9-ba8a-493f-b513-61069285001b,3c7d66b8-ad5b-4fe9-8ac4-509e2971e458,"Company Street 17",Email,"Company 17",039497419,6577e5b0-8ba3-4fc0-a140-3b8196fb5e68,NRIC17,https://company17.com,LinkedIn,860edbca-6d11-400f-a8d7-34c676d57af5,50000,NGO,"Block 17",f1dd2647-fd34-4a7f-8cd3-a7504b41f6db,3e5bf1c1-13c3-4d69-8e4e-6ba3546f804b,Value_Primary_Business_Acc_Mgr_17,Analyst,1,Malaysia,user17@example.com,52848,Value_Industry_Sector_17,User17,C17,Value_Sales_Region_17,https://linkedin.com/company/17,https://facebook.com/company17,07845bcc-2229-488d-b063-a92d63934b44,0148455248,15cd6007-8c18-4c46-a3dc-25f7bbfa9eb3,"Ref Address 17",0165247458,6c463973-9952-4eeb-9803-9db7e5522e34,company17.com,Finance,Value_Referred_By_17,Lead,KL,0142239458,PP17,11-50,"Company notes 17. Company notes 17. Company notes 17. Company notes 17. Company notes 17. Company notes 17. Company notes 17. Company notes 17. Company notes 17. Company notes 17. Company notes 17. Company notes 17. ",SME,0160670798,"Company Block 17",30379,a81cb05e-1678-4655-8298-536eff639ad9,Inactive,Value_CILOS_Life_Cycle_Stage_17,Mrs,"Test University 17",2025-Q2,UEN17,SSIC17,"Manager 17",2026-03-04,Direct,https://linkedin.com/in/user17,Value_Career_Level_17,7424e5c1-bf38-4907-9931-b6ed53f8d521,"Referrer 17",Value_Referrer_Email_Address_17,Finance,Mid,contact17@company.com,ae39c5b0-8466-43ba-b118-2d6c5fd70691,4467e5ef-ef16-4929-8c26-e2b56b0ece53,work17@example.com,"Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. ",PASS17,ec5c6f64-9b79-44ad-87a3-034f72a9b878,handle17,52f31927-dee3-4e50-8594-718a3a449b4e,a59e9b7e-49c9-4720-9cf0-86f03a83561e
HigherED,0,b1369f53-6f20-4ff0-9272-1073f5ec5615,parent18@example.com,IT,https://company18.com,50000,f57d33d5-eb88-4f17-aaec-07ab1612fb65,resume18.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager18@company.com,3,Master,"Account Manager 18","Campaign 4",Nurture,034287643,1990-02-28,14cb661b-9d8d-403f-af38-9220e3c80f1b,FIN18,Test18,Small,Purchased,"Street 18",Value_Contact_Owner_18,Value_Secondary_Business_Acc_Mgr_18,KL,"Owner 18",8afce27a-3082-44a7-9ed3-330b4eb40751,df3b2e9c-1efb-4571-8eaa-5a4b9b615bf5,"Company Street 18",Organic,"Company 18",031803261,a67ff3da-1dd8-4687-ac49-4b62c09b82be,NRIC18,https://company18.com,Facebook,612ee956-2abe-4090-97ef-d871116e65f3,50000,Private,"Block 18",e5562205-48e4-4c53-9698-975335f06219,f9c41053-2021-4e56-abc7-b68840970135,Value_Primary_Business_Acc_Mgr_18,Manager,0,Malaysia,user18@example.com,143943,Value_Industry_Sector_18,User18,C18,Value_Sales_Region_18,https://linkedin.com/company/18,https://facebook.com/company18,096888bc-b702-46ff-b247-577fa305e694,0184707739,ccb70e20-cddd-41b9-b00e-3b7580cebdfa,"Ref Address 18",0173454596,ea7be2c2-0364-48fe-ba5b-bb4171f27556,company18.com,Education,Value_Referred_By_18,Customer,KL,0176539933,PP18,51-200,"Company notes 18. Company notes 18. Company notes 18. Company notes 18. Company notes 18. Company notes 18. Company notes 18. Company notes 18. Company notes 18. Company notes 18. Company notes 18. Company notes 18. ",Government,0165458108,"Company Block 18",388211,5fbabe39-3edd-45e5-83bb-5d879baaf0e8,Active,Value_CILOS_Life_Cycle_Stage_18,Dr,"Test University 18",2025-Q3,UEN18,SSIC18,"Manager 18",2026-03-04,Partner,https://linkedin.com/in/user18,Value_Career_Level_18,cd4a5f3d-18ab-4e9e-acc4-fcf52e545364,"Referrer 18",Value_Referrer_Email_Address_18,Sales,Senior,contact18@company.com,57bb43de-2990-4811-a8ac-24d6ff2b2e60,34cef14e-7646-4593-b7c4-e6b7c30e8089,work18@example.com,"Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. ",PASS18,b25a463f-9a42-4577-9f9f-94f0cd09b412,handle18,8f5f1b63-f32c-4086-a741-9841e113342a,afa1474b-60ec-4c57-a413-1468a25579c1
Training-Institute,1,21e102e5-c065-4f14-b0bf-abf61bc1996f,parent19@example.com,Engineering,https://company19.com,50000,2f616875-deb6-4a17-95a8-f0d52d4cd5ff,resume19.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager19@company.com,0,PhD,"Account Manager 19","Campaign 5",Converted,034689144,1988-03-03,81c479b0-cc39-4ecc-a6bc-87b9f96bd7f4,FIN19,Test19,Medium,Linkedin,"Street 19",Value_Contact_Owner_19,Value_Secondary_Business_Acc_Mgr_19,KL,"Owner 19",8f02cc2b-85c6-409c-aa14-5c5de237e9e0,8262fd25-5465-4014-89b5-be7cd5c65bd3,"Company Street 19",Referral,"Company 19",034471246,cbecf8ab-a8ee-4303-abe6-513b64532fc2,NRIC19,https://company19.com,Direct,fb30c46f-fa07-4f8c-866f-2b14e1c14d38,50000,Public,"Block 19",8942860f-3c7f-44b0-9238-7e55c487c1f3,b80d8eb5-22ea-4726-8b1f-6a245c15903c,Value_Primary_Business_Acc_Mgr_19,Developer,1,Malaysia,user19@example.com,136862,Value_Industry_Sector_19,User19,C19,Value_Sales_Region_19,https://linkedin.com/company/19,https://facebook.com/company19,218742cb-e5bc-4369-a1b7-8b8fc02d1b1d,0183619829,a24cf217-0991-47b4-8c22-7f916903f03b,"Ref Address 19",0114853894,7ad4cec4-da12-4a5d-bedf-4edb74dea59b,company19.com,Retail,Value_Referred_By_19,Alumni,KL,0180918262,PP19,201-500,"Company notes 19. Company notes 19. Company notes 19. Company notes 19. Company notes 19. Company notes 19. Company notes 19. Company notes 19. Company notes 19. Company notes 19. Company notes 19. Company notes 19. ",Education,0186965807,"Company Block 19",178855,350ed88d-c911-4d0b-a4c1-74212c9b9813,Inactive,Value_CILOS_Life_Cycle_Stage_19,Mdm,"Test University 19",2025-Q4,UEN19,SSIC19,"Manager 19",2026-03-04,Reseller,https://linkedin.com/in/user19,Value_Career_Level_19,7f1bbb58-0c57-4184-8416-e56959520be9,"Referrer 19",Value_Referrer_Email_Address_19,Marketing,Lead,contact19@company.com,f0db7962-84fe-4cfb-a1e2-bb56863729d3,ac14c5f3-01ec-4cfb-b8b9-2e86622b59aa,work19@example.com,"Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. ",PASS19,bd804232-00d0-4665-8754-00c4fbee9f6d,handle19,20e3ceee-cc10-4b26-beca-2b68542832e9,8d0ea3f3-c7dd-4ce5-81ab-3319dc62185f
HigherED,0,0720bb06-3ba8-4632-b46a-c355528ba485,parent20@example.com,"Computer Science",https://company20.com,50000,9f505cff-9f38-4eae-9153-967325306c29,resume20.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager20@company.com,3,Diploma,"Account Manager 20","Campaign 1",New,032243074,1981-06-02,d1a53ee3-b843-4b43-ba35-846c73b4caad,FIN20,Test20,Large,Marketing,"Street 20",Value_Contact_Owner_20,Value_Secondary_Business_Acc_Mgr_20,KL,"Owner 20",797d34cf-2e30-4460-9850-5ed9fa014822,57382ea5-7722-42bd-8769-510a04b693cd,"Company Street 20",CPC,"Company 20",033798542,b17c0351-09d1-4de1-a612-24b535dc0769,NRIC20,https://company20.com,Google,23b4e7e0-e02e-443c-a8dd-432331e8f6ad,50000,NGO,"Block 20",56a890fa-e663-455b-9424-579792a80c81,5c652d3b-1093-4d7e-a0e0-3b9a12401795,Value_Primary_Business_Acc_Mgr_20,Engineer,0,Malaysia,user20@example.com,37847,Value_Industry_Sector_20,User20,C20,Value_Sales_Region_20,https://linkedin.com/company/20,https://facebook.com/company20,a5d29e6a-19a0-481d-9fd2-5b04ee150a39,0140283313,6690166e-ade3-4b16-aa24-3aed72a0afb6,"Ref Address 20",0169346130,29872c9c-166f-4219-af0c-5f8a22b4f02f,company20.com,Technology,Value_Referred_By_20,Prospect,KL,0146965165,PP20,1-10,"Company notes 20. Company notes 20. Company notes 20. Company notes 20. Company notes 20. Company notes 20. Company notes 20. Company notes 20. Company notes 20. Company notes 20. Company notes 20. Company notes 20. ",Corporate,0167995079,"Company Block 20",16746,9c49b9f7-2d43-4c73-ad53-89308e4cf3d2,Active,Value_CILOS_Life_Cycle_Stage_20,Mr,"Test University 20",2025-Q1,UEN20,SSIC20,"Manager 20",2026-03-04,Direct,https://linkedin.com/in/user20,Value_Career_Level_20,ce1582d1-b662-45dd-982f-dbb68ee3204a,"Referrer 20",Value_Referrer_Email_Address_20,IT,Junior,contact20@company.com,b9803b6f-0b16-46b1-a5c8-4d2381e4f9e5,bd96be4a-38f9-4ccf-85b7-2870bf0db0ec,work20@example.com,"Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. ",PASS20,4b083d94-bc08-4df5-9df3-2a2d9e10b247,handle20,e3a17a78-f941-4b2b-9093-8455d1869558,f6abe5e4-2b1e-48db-a9cf-4664181e8a7e
